625001;16;10;10000000;0.286543;0.0286543;0.035998;0.008234
312501;32;10;10000000;0.272003;0.0272003;0.035602;0.014577
156251;64;10;10000000;0.243982;0.0243982;0.032005;0.007191
78126;128;10;10000000;0.234918;0.0234918;0.039434;0.007558
39063;256;10;10000000;0.283994;0.0283994;0.03601;0.007998
19532;512;10;10000000;0.268011;0.0268011;0.036;0.020461
9766;1024;10;10000000;0.233361;0.0233361;0.032;0.003687
